PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-10-01T23:00:00Z,2021-10-01T22:00:00Z,PT60M,18.5,-10,55.4,12.6,0,0,0,0,19.4,68.2,0.0,986.9,343,8.8,147,0.1
2021-10-02T00:00:00Z,2021-10-01T23:00:00Z,PT60M,18.3,-34,51.9,12.6,0,0,0,0,19.5,69.2,0.0,986.6,344,8.8,142,0.09
2021-10-02T01:00:00Z,2021-10-02T00:00:00Z,PT60M,18.0,-53,57.7,12.7,0,0,0,0,19.8,71.2,0.0,986.3,342,8.8,134,0.09
2021-10-02T02:00:00Z,2021-10-02T01:00:00Z,PT60M,17.7,-67,52.5,12.9,0,0,0,0,19.7,73.7,0.0,986.2,341,8.9,123,0.09
2021-10-02T03:00:00Z,2021-10-02T02:00:00Z,PT60M,17.3,-78,50.1,13.0,0,0,0,0,19.6,75.9,0.0,986.1,342,8.9,112,0.09
2021-10-02T04:00:00Z,2021-10-02T03:00:00Z,PT60M,17.1,-87,37.1,13.0,0,0,0,0,19.5,77.1,0.0,986.1,344,9.1,99,0.09
2021-10-02T05:00:00Z,2021-10-02T04:00:00Z,PT60M,17.0,-96,46.5,12.9,10,0,0,10,19.1,76.6,0.0,986.3,345,9.1,87,0.09
2021-10-02T06:00:00Z,2021-10-02T05:00:00Z,PT60M,17.4,-105,83.7,12.8,32,0,0,32,19.0,74.5,0.0,986.7,346,8.9,75,0.09
2021-10-02T07:00:00Z,2021-10-02T06:00:00Z,PT60M,17.8,-115,79.7,12.6,80,0,0,80,18.8,71.8,0.0,987.1,345,8.8,64,0.09
2021-10-02T08:00:00Z,2021-10-02T07:00:00Z,PT60M,18.1,-128,72.8,12.6,154,0,0,154,18.8,70.2,0.0,987.5,343,8.9,53,0.09
2021-10-02T09:00:00Z,2021-10-02T08:00:00Z,PT60M,18.4,-144,60.0,12.7,282,0,0,282,18.9,69.5,0.0,987.7,343,8.9,45,0.09
2021-10-02T10:00:00Z,2021-10-02T09:00:00Z,PT60M,18.5,-165,47.1,12.7,410,0,0,410,18.6,69.0,0.0,987.8,343,8.8,40,0.09
2021-10-02T11:00:00Z,2021-10-02T10:00:00Z,PT60M,18.5,171,62.4,12.7,297,0,0,297,18.2,68.7,0.0,987.8,341,8.8,39,0.09
2021-10-02T12:00:00Z,2021-10-02T11:00:00Z,PT60M,18.5,149,59.0,12.6,301,0,0,301,17.9,68.8,0.0,987.7,340,8.7,43,0.09
2021-10-02T13:00:00Z,2021-10-02T12:00:00Z,PT60M,18.5,132,37.7,12.7,352,45,27,379,17.8,68.9,0.0,987.6,339,8.6,51,0.09
2021-10-02T14:00:00Z,2021-10-02T13:00:00Z,PT60M,18.5,118,48.3,12.8,227,8,5,232,17.8,69.4,0.0,987.4,339,8.5,61,0.09
2021-10-02T15:00:00Z,2021-10-02T14:00:00Z,PT60M,18.3,107,41.4,13.0,147,0,0,147,17.9,71.4,0.0,987.4,340,8.2,72,0.09
2021-10-02T16:00:00Z,2021-10-02T15:00:00Z,PT60M,17.9,98,34.1,13.4,46,0,0,46,18.0,74.6,0.0,987.7,341,8.0,84,0.09
2021-10-02T17:00:00Z,2021-10-02T16:00:00Z,PT60M,17.7,89,30.4,13.6,0,0,0,0,17.8,76.9,0.0,988.0,342,7.8,96,0.09
2021-10-02T18:00:00Z,2021-10-02T17:00:00Z,PT60M,17.7,80,40.0,13.5,0,0,0,0,17.2,76.5,0.0,988.3,341,7.6,108,0.09
2021-10-02T19:00:00Z,2021-10-02T18:00:00Z,PT60M,17.7,70,46.4,13.2,0,0,0,0,16.7,75.1,0.0,988.7,340,7.1,120,0.09
2021-10-02T20:00:00Z,2021-10-02T19:00:00Z,PT60M,17.6,58,53.9,13.0,0,0,0,0,16.4,74.2,0.0,988.9,340,6.8,131,0.09
2021-10-02T21:00:00Z,2021-10-02T20:00:00Z,PT60M,17.7,41,11.6,12.6,0,0,0,0,16.3,71.8,0.0,988.8,340,7.1,140,0.09
2021-10-02T22:00:00Z,2021-10-02T21:00:00Z,PT60M,17.8,17,57.9,12.1,0,0,0,0,16.3,69.4,0.0,988.7,340,7.5,146,0.09
2021-10-02T23:00:00Z,2021-10-02T22:00:00Z,PT60M,17.7,-10,61.0,12.3,0,0,0,0,16.4,70.4,0.0,988.7,339,7.6,147,0.1
2021-10-03T00:00:00Z,2021-10-02T23:00:00Z,PT60M,17.7,-35,71.8,12.6,0,0,0,0,16.6,72.2,0.0,988.6,337,7.7,143,0.1
2021-10-03T01:00:00Z,2021-10-03T00:00:00Z,PT60M,17.7,-54,66.2,12.9,0,0,0,0,16.7,73.4,0.0,988.3,338,7.9,134,0.1
2021-10-03T02:00:00Z,2021-10-03T01:00:00Z,PT60M,17.7,-67,71.0,12.9,0,0,0,0,16.6,73.4,0.0,988.1,343,7.9,123,0.1
2021-10-03T03:00:00Z,2021-10-03T02:00:00Z,PT60M,17.7,-78,73.7,12.4,0,0,0,0,16.1,71.0,0.0,988.0,346,8.0,112,0.1
2021-10-03T04:00:00Z,2021-10-03T03:00:00Z,PT60M,17.5,-87,44.6,12.0,0,0,0,0,15.7,70.3,0.0,988.1,345,7.8,100,0.1
2021-10-03T05:00:00Z,2021-10-03T04:00:00Z,PT60M,17.4,-96,29.9,11.9,10,0,0,10,15.4,70.2,0.0,988.4,345,7.6,87,0.1
2021-10-03T06:00:00Z,2021-10-03T05:00:00Z,PT60M,17.6,-105,56.9,11.9,95,3,1,96,15.3,68.9,0.0,988.7,345,7.6,75,0.1
2021-10-03T07:00:00Z,2021-10-03T06:00:00Z,PT60M,18.0,-115,18.2,12.0,197,277,134,332,15.3,68.2,0.0,989.2,344,7.8,64,0.1
2021-10-03T08:00:00Z,2021-10-03T07:00:00Z,PT60M,18.4,-128,0.0,12.1,114,779,463,577,15.2,66.9,0.0,989.7,345,7.8,54,0.1
2021-10-03T09:00:00Z,2021-10-03T08:00:00Z,PT60M,18.9,-144,17.6,12.1,329,368,256,585,14.9,64.4,0.0,989.9,348,8.0,45,0.1
2021-10-03T10:00:00Z,2021-10-03T09:00:00Z,PT60M,19.2,-165,29.2,11.9,441,153,118,559,14.7,62.7,0.0,990.0,349,8.1,40,0.1
2021-10-03T11:00:00Z,2021-10-03T10:00:00Z,PT60M,19.3,171,30.3,11.8,385,221,170,555,14.7,61.8,0.0,989.8,349,8.1,39,0.1
2021-10-03T12:00:00Z,2021-10-03T11:00:00Z,PT60M,19.2,150,19.6,11.7,347,341,251,597,14.4,61.7,0.0,989.5,351,7.9,43,0.1
2021-10-03T13:00:00Z,2021-10-03T12:00:00Z,PT60M,19.0,132,14.9,11.6,260,436,266,526,14.3,62.3,0.0,989.2,352,7.7,51,0.1
2021-10-03T14:00:00Z,2021-10-03T13:00:00Z,PT60M,18.8,119,35.2,11.7,243,109,59,302,14.3,63.7,0.0,989.2,352,7.6,61,0.1
2021-10-03T15:00:00Z,2021-10-03T14:00:00Z,PT60M,18.3,108,28.1,11.8,129,166,47,175,14.2,66.0,0.0,989.3,352,7.5,72,0.1
2021-10-03T16:00:00Z,2021-10-03T15:00:00Z,PT60M,17.8,98,26.3,11.9,47,10,2,49,14.0,68.1,0.0,989.5,352,7.2,84,0.1
2021-10-03T17:00:00Z,2021-10-03T16:00:00Z,PT60M,17.5,90,36.6,11.8,0,0,0,0,13.7,69.1,0.0,989.7,352,6.9,97,0.1
2021-10-03T18:00:00Z,2021-10-03T17:00:00Z,PT60M,17.4,81,39.5,11.7,0,0,0,0,13.3,69.4,0.0,989.9,354,6.4,109,0.1
2021-10-03T19:00:00Z,2021-10-03T18:00:00Z,PT60M,17.2,71,24.4,11.7,0,0,0,0,13.2,70.3,0.0,990.1,351,5.7,121,0.1
2021-10-03T20:00:00Z,2021-10-03T19:00:00Z,PT60M,16.9,58,19.9,11.7,0,0,0,0,13.1,71.3,0.0,990.2,345,5.1,132,0.1
2021-10-03T21:00:00Z,2021-10-03T20:00:00Z,PT60M,16.7,41,9.3,11.6,0,0,0,0,13.0,71.9,0.0,990.1,342,4.6,141,0.1
2021-10-03T22:00:00Z,2021-10-03T21:00:00Z,PT60M,16.5,17,14.6,11.6,0,0,0,0,13.1,72.7,0.0,990.0,342,4.4,147,0.1
2021-10-03T23:00:00Z,2021-10-03T22:00:00Z,PT60M,16.3,-10,47.8,11.6,0,0,0,0,13.1,73.4,0.0,989.8,342,4.0,148,0.1
2021-10-04T00:00:00Z,2021-10-03T23:00:00Z,PT60M,16.1,-35,46.8,11.6,0,0,0,0,13.1,74.5,0.0,989.6,335,3.7,143,0.1
2021-10-04T01:00:00Z,2021-10-04T00:00:00Z,PT60M,16.0,-54,22.5,11.7,0,0,0,0,13.3,75.9,0.0,989.4,326,3.5,134,0.1
2021-10-04T02:00:00Z,2021-10-04T01:00:00Z,PT60M,15.8,-68,39.2,11.8,0,0,0,0,13.7,76.9,0.0,989.2,323,3.7,124,0.1
2021-10-04T03:00:00Z,2021-10-04T02:00:00Z,PT60M,15.9,-78,38.6,11.9,0,0,0,0,14.4,77.0,0.0,989.0,323,4.2,112,0.1
2021-10-04T04:00:00Z,2021-10-04T03:00:00Z,PT60M,16.3,-88,22.4,11.8,0,0,0,0,14.7,74.8,0.0,989.0,325,4.6,100,0.1
2021-10-04T05:00:00Z,2021-10-04T04:00:00Z,PT60M,16.9,-96,14.3,11.7,20,29,5,24,14.9,71.6,0.0,989.2,333,5.0,88,0.1
2021-10-04T06:00:00Z,2021-10-04T05:00:00Z,PT60M,17.7,-105,47.0,11.5,87,69,11,98,14.8,67.0,0.0,989.6,340,5.7,76,0.1
2021-10-04T07:00:00Z,2021-10-04T06:00:00Z,PT60M,18.7,-116,58.3,11.2,167,0,0,167,14.9,62.0,0.0,990.1,342,6.0,64,0.1
2021-10-04T08:00:00Z,2021-10-04T07:00:00Z,PT60M,19.4,-128,29.6,11.2,329,134,80,409,15.1,59.1,0.0,990.3,343,6.4,54,0.1
2021-10-04T09:00:00Z,2021-10-04T08:00:00Z,PT60M,19.9,-145,4.1,11.3,158,743,526,684,15.2,57.7,0.0,990.4,347,7.0,45,0.1
2021-10-04T10:00:00Z,2021-10-04T09:00:00Z,PT60M,20.2,-166,0.5,11.4,117,872,665,782,15.3,57.1,0.0,990.3,350,7.4,40,0.1
2021-10-04T11:00:00Z,2021-10-04T10:00:00Z,PT60M,20.3,171,5.6,11.5,188,728,561,749,15.6,57.0,0.0,990.0,351,7.4,40,0.1
2021-10-04T12:00:00Z,2021-10-04T11:00:00Z,PT60M,20.3,150,31.9,11.5,431,96,71,501,15.6,56.8,0.0,989.6,351,7.3,44,0.1
2021-10-04T13:00:00Z,2021-10-04T12:00:00Z,PT60M,20.0,132,24.1,11.4,339,210,128,467,15.2,57.3,0.0,989.4,353,7.2,52,0.1
2021-10-04T14:00:00Z,2021-10-04T13:00:00Z,PT60M,19.6,119,21.1,11.3,243,231,113,356,14.6,58.8,0.0,989.2,352,6.6,62,0.1
2021-10-04T15:00:00Z,2021-10-04T14:00:00Z,PT60M,19.1,108,27.6,11.4,167,46,15,181,14.3,60.9,0.0,989.1,344,6.1,73,0.1
2021-10-04T16:00:00Z,2021-10-04T15:00:00Z,PT60M,18.3,99,13.3,11.7,38,138,16,55,14.2,65.4,0.0,989.2,337,5.9,85,0.1
2021-10-04T17:00:00Z,2021-10-04T16:00:00Z,PT60M,17.5,90,7.7,12.0,0,0,0,0,14.0,69.8,0.0,989.5,337,5.6,97,0.1
2021-10-04T18:00:00Z,2021-10-04T17:00:00Z,PT60M,17.2,81,22.5,11.9,0,0,0,0,13.7,71.0,0.0,990.0,337,5.1,109,0.1
2021-10-04T19:00:00Z,2021-10-04T18:00:00Z,PT60M,17.1,71,8.1,11.7,0,0,0,0,13.4,70.5,0.0,990.4,333,4.9,121,0.1
2021-10-04T20:00:00Z,2021-10-04T19:00:00Z,PT60M,16.9,58,25.0,11.5,0,0,0,0,13.2,70.6,0.0,990.5,332,4.8,132,0.1
2021-10-04T21:00:00Z,2021-10-04T20:00:00Z,PT60M,16.7,41,17.7,11.5,0,0,0,0,12.8,71.3,0.0,990.4,333,4.5,141,0.1
2021-10-04T22:00:00Z,2021-10-04T21:00:00Z,PT60M,16.6,17,37.4,11.4,0,0,0,0,12.4,71.6,0.0,990.1,330,4.2,147,0.1
2021-10-04T23:00:00Z,2021-10-04T22:00:00Z,PT60M,16.4,-11,34.5,11.4,0,0,0,0,12.3,71.9,0.0,989.8,327,4.3,148,0.1
2021-10-05T00:00:00Z,2021-10-04T23:00:00Z,PT60M,16.4,-36,49.1,11.4,0,0,0,0,12.6,72.3,0.0,989.6,328,4.9,143,0.1
2021-10-05T01:00:00Z,2021-10-05T00:00:00Z,PT60M,16.6,-55,54.2,11.4,0,0,0,0,12.8,71.6,0.0,989.3,332,5.4,134,0.1
2021-10-05T02:00:00Z,2021-10-05T01:00:00Z,PT60M,16.7,-68,34.0,11.2,0,0,0,0,12.6,70.1,0.0,988.9,334,5.5,124,0.1
2021-10-05T03:00:00Z,2021-10-05T02:00:00Z,PT60M,16.6,-79,30.6,11.0,0,0,0,0,12.4,69.4,0.0,988.7,332,5.3,112,0.1
2021-10-05T04:00:00Z,2021-10-05T03:00:00Z,PT60M,16.6,-88,17.8,11.0,0,0,0,0,12.2,69.5,0.0,988.8,329,5.6,100,0.1
2021-10-05T05:00:00Z,2021-10-05T04:00:00Z,PT60M,17.0,-97,24.9,11.2,17,9,1,18,12.3,68.8,0.0,989.1,333,6.6,88,0.1
2021-10-05T06:00:00Z,2021-10-05T05:00:00Z,PT60M,17.9,-106,38.4,11.2,120,21,3,124,12.0,64.8,0.0,989.4,340,7.4,76,0.1
2021-10-05T07:00:00Z,2021-10-05T06:00:00Z,PT60M,18.8,-116,27.5,10.9,224,161,79,303,11.7,60.1,0.0,989.6,343,7.3,64,0.1
2021-10-05T08:00:00Z,2021-10-05T07:00:00Z,PT60M,19.6,-129,18.8,10.9,265,368,213,478,11.5,57.1,0.0,989.8,341,7.0,54,0.1
2021-10-05T09:00:00Z,2021-10-05T08:00:00Z,PT60M,20.2,-145,0.7,10.9,96,889,621,717,11.6,54.9,0.0,989.8,338,7.1,46,0.1
2021-10-05T10:00:00Z,2021-10-05T09:00:00Z,PT60M,20.6,-166,0.0,10.9,99,913,692,791,11.6,53.8,0.0,989.8,340,7.4,41,0.1
2021-10-05T11:00:00Z,2021-10-05T10:00:00Z,PT60M,20.6,171,0.8,10.9,114,887,678,792,11.4,53.7,0.0,989.6,344,7.5,40,0.1
2021-10-05T12:00:00Z,2021-10-05T11:00:00Z,PT60M,20.5,150,19.9,10.9,346,342,248,594,11.6,54.2,0.0,989.3,346,7.4,44,0.1
2021-10-05T13:00:00Z,2021-10-05T12:00:00Z,PT60M,20.2,132,19.3,11.1,300,327,201,501,11.9,55.9,0.0,989.1,346,7.5,52,0.1
2021-10-05T14:00:00Z,2021-10-05T13:00:00Z,PT60M,19.7,119,4.7,11.4,122,655,306,428,12.1,58.7,0.0,989.0,345,7.7,62,0.1
2021-10-05T15:00:00Z,2021-10-05T14:00:00Z,PT60M,19.0,108,14.0,11.5,129,295,82,211,12.1,62.0,0.0,988.9,343,7.9,73,0.1
2021-10-05T16:00:00Z,2021-10-05T15:00:00Z,PT60M,18.2,99,0.6,11.7,29,220,30,58,12.0,65.9,0.0,988.9,342,7.8,85,0.1
2021-10-05T17:00:00Z,2021-10-05T16:00:00Z,PT60M,17.6,90,0.5,11.8,0,0,0,0,11.9,68.6,0.0,989.0,341,7.3,97,0.1
2021-10-05T18:00:00Z,2021-10-05T17:00:00Z,PT60M,17.4,81,12.2,11.6,0,0,0,0,11.8,68.8,0.0,989.2,339,6.9,109,0.1
2021-10-05T19:00:00Z,2021-10-05T18:00:00Z,PT60M,17.2,71,1.3,11.5,0,0,0,0,11.6,68.9,0.0,989.5,336,6.5,121,0.1
2021-10-05T20:00:00Z,2021-10-05T19:00:00Z,PT60M,17.1,58,7.1,11.4,0,0,0,0,11.4,69.1,0.0,989.7,332,6.2,132,0.1
2021-10-05T21:00:00Z,2021-10-05T20:00:00Z,PT60M,17.1,41,12.2,11.3,0,0,0,0,11.3,68.8,0.0,989.7,330,6.3,142,0.1
2021-10-05T22:00:00Z,2021-10-05T21:00:00Z,PT60M,17.1,17,22.8,11.2,0,0,0,0,11.5,68.4,0.0,989.6,332,6.6,148,0.1
2021-10-05T23:00:00Z,2021-10-05T22:00:00Z,PT60M,17.2,-11,17.4,11.1,0,0,0,0,11.8,67.6,0.0,989.4,337,6.9,148,0.1
2021-10-06T00:00:00Z,2021-10-05T23:00:00Z,PT60M,17.2,-36,36.0,11.0,0,0,0,0,11.9,67.1,0.0,989.2,335,6.5,143,0.1
2021-10-06T01:00:00Z,2021-10-06T00:00:00Z,PT60M,16.9,-55,26.2,11.0,0,0,0,0,11.8,68.1,0.0,988.7,327,5.8,135,0.1
2021-10-06T02:00:00Z,2021-10-06T01:00:00Z,PT60M,16.6,-69,9.2,10.9,0,0,0,0,11.8,69.0,0.0,988.3,327,5.8,124,0.1
2021-10-06T03:00:00Z,2021-10-06T02:00:00Z,PT60M,16.6,-79,9.8,10.9,0,0,0,0,11.9,69.3,0.0,988.3,333,5.8,112,0.1
2021-10-06T04:00:00Z,2021-10-06T03:00:00Z,PT60M,16.6,-88,25.0,11.0,0,0,0,0,12.0,69.4,0.0,988.4,340,6.0,100,0.1
2021-10-06T05:00:00Z,2021-10-06T04:00:00Z,PT60M,16.9,-97,28.5,10.9,17,26,2,19,12.3,68.1,0.0,988.4,344,6.2,88,0.1
2021-10-06T06:00:00Z,2021-10-06T05:00:00Z,PT60M,17.7,-106,22.2,10.8,105,195,59,164,12.4,64.1,0.0,988.7,344,6.8,76,0.1
2021-10-06T07:00:00Z,2021-10-06T06:00:00Z,PT60M,18.5,-117,7.7,10.8,135,568,234,369,12.4,60.7,0.0,989.2,345,7.5,65,0.1
2021-10-06T08:00:00Z,2021-10-06T07:00:00Z,PT60M,19.0,-129,7.6,10.9,160,643,383,543,12.4,59.5,0.0,989.4,347,7.8,54,0.1
2021-10-06T09:00:00Z,2021-10-06T08:00:00Z,PT60M,19.4,-146,0.8,10.9,103,874,606,709,12.4,58.0,0.0,989.6,347,8.0,46,0.1
2021-10-06T10:00:00Z,2021-10-06T09:00:00Z,PT60M,19.7,-166,0.7,11.0,104,900,679,783,12.4,56.9,0.0,989.6,346,8.0,41,0.1
2021-10-06T11:00:00Z,2021-10-06T10:00:00Z,PT60M,19.7,171,1.4,11.0,112,885,673,785,12.6,57.1,0.0,989.4,344,8.0,41,0.1
2021-10-06T12:00:00Z,2021-10-06T11:00:00Z,PT60M,19.7,150,16.5,11.1,311,426,304,615,12.8,57.9,0.0,989.0,344,7.8,45,0.1
2021-10-06T13:00:00Z,2021-10-06T12:00:00Z,PT60M,19.6,133,19.2,11.2,292,335,207,499,12.8,58.5,0.0,988.6,345,7.2,52,0.1
2021-10-06T14:00:00Z,2021-10-06T13:00:00Z,PT60M,19.2,119,12.6,11.2,183,448,205,388,12.9,59.9,0.0,988.4,345,7.1,62,0.1
2021-10-06T15:00:00Z,2021-10-06T14:00:00Z,PT60M,18.6,108,5.7,11.3,87,492,145,232,13.0,62.5,0.0,988.4,345,7.1,73,0.1
2021-10-06T16:00:00Z,2021-10-06T15:00:00Z,PT60M,17.9,99,2.4,11.4,26,226,30,56,13.0,65.7,0.0,988.3,348,6.8,85,0.1
2021-10-06T17:00:00Z,2021-10-06T16:00:00Z,PT60M,17.3,90,6.2,11.4,0,0,0,0,12.8,68.3,0.0,988.3,350,6.0,97,0.1
2021-10-06T18:00:00Z,2021-10-06T17:00:00Z,PT60M,17.0,82,11.9,11.1,0,0,0,0,12.3,68.2,0.0,988.5,350,5.3,110,0.1
2021-10-06T19:00:00Z,2021-10-06T18:00:00Z,PT60M,16.8,71,11.5,10.7,0,0,0,0,11.7,67.3,0.0,988.6,347,4.5,121,0.1
2021-10-06T20:00:00Z,2021-10-06T19:00:00Z,PT60M,16.6,59,0.0,10.5,0,0,0,0,11.3,67.1,0.0,988.4,342,4.0,133,0.1
2021-10-06T21:00:00Z,2021-10-06T20:00:00Z,PT60M,16.4,41,0.0,10.3,0,0,0,0,11.4,67.1,0.0,988.2,336,3.6,142,0.1
2021-10-06T22:00:00Z,2021-10-06T21:00:00Z,PT60M,16.1,17,0.0,10.1,0,0,0,0,11.8,67.7,0.0,987.9,332,3.5,148,0.1
2021-10-06T23:00:00Z,2021-10-06T22:00:00Z,PT60M,15.9,-11,0.0,10.2,0,0,0,0,12.4,68.8,0.0,987.7,331,3.3,149,0.1
2021-10-07T00:00:00Z,2021-10-06T23:00:00Z,PT60M,15.7,-37,19.2,10.4,0,0,0,0,13.1,70.6,0.0,987.6,331,3.3,144,0.1
2021-10-07T01:00:00Z,2021-10-07T00:00:00Z,PT60M,15.6,-55,20.5,10.7,0,0,0,0,14.0,72.3,0.0,987.3,334,3.3,135,0.1
2021-10-07T02:00:00Z,2021-10-07T01:00:00Z,PT60M,15.6,-69,0.0,10.9,0,0,0,0,14.8,73.3,0.0,986.7,340,3.4,124,0.1
2021-10-07T03:00:00Z,2021-10-07T02:00:00Z,PT60M,15.7,-80,22.3,11.0,0,0,0,0,15.1,73.7,0.0,986.5,347,3.5,112,0.1
2021-10-07T04:00:00Z,2021-10-07T03:00:00Z,PT60M,15.7,-89,11.5,11.0,0,0,0,0,15.2,73.6,0.0,986.4,349,3.3,100,0.1
2021-10-07T05:00:00Z,2021-10-07T04:00:00Z,PT60M,15.9,-97,11.5,11.0,18,20,2,20,15.3,72.4,0.0,986.3,352,2.9,88,0.1
2021-10-07T06:00:00Z,2021-10-07T05:00:00Z,PT60M,16.9,-106,7.9,10.8,79,381,101,180,15.6,67.2,0.0,986.5,3,2.5,76,0.1
2021-10-07T07:00:00Z,2021-10-07T06:00:00Z,PT60M,18.2,-117,0.1,10.5,89,706,302,391,16.1,60.5,0.0,986.9,9,2.5,65,0.1
2021-10-07T08:00:00Z,2021-10-07T07:00:00Z,PT60M,19.2,-130,1.1,10.0,117,762,443,560,16.6,55.3,0.0,987.2,6,2.3,55,0.1
2021-10-07T09:00:00Z,2021-10-07T08:00:00Z,PT60M,20.1,-146,0.0,9.5,114,843,581,695,17.1,50.8,0.0,987.2,8,2.1,46,0.1
2021-10-07T10:00:00Z,2021-10-07T09:00:00Z,PT60M,20.9,-166,0.0,9.2,112,876,657,769,17.7,47.2,0.0,987.0,14,2.1,41,0.1
2021-10-07T11:00:00Z,2021-10-07T10:00:00Z,PT60M,21.4,171,0.0,9.1,113,876,662,775,18.6,45.3,0.0,986.6,13,2.2,41,0.1
2021-10-07T12:00:00Z,2021-10-07T11:00:00Z,PT60M,21.7,150,11.0,9.3,252,541,386,637,20.0,45.3,0.0,986.0,11,2.4,45,0.1
2021-10-07T13:00:00Z,2021-10-07T12:00:00Z,PT60M,21.5,133,14.0,9.7,251,427,261,512,21.5,46.9,0.0,985.7,17,2.3,53,0.1
2021-10-07T14:00:00Z,2021-10-07T13:00:00Z,PT60M,21.2,120,3.2,10.2,117,647,294,410,22.7,49.6,0.0,985.5,35,2.1,63,0.1
2021-10-07T15:00:00Z,2021-10-07T14:00:00Z,PT60M,20.7,109,0.0,10.8,66,574,165,231,23.2,53.2,0.0,985.4,53,1.9,74,0.1
2021-10-07T16:00:00Z,2021-10-07T15:00:00Z,PT60M,19.6,99,20.7,11.5,24,160,23,47,23.5,59.3,0.0,985.6,59,1.8,86,0.1
2021-10-07T17:00:00Z,2021-10-07T16:00:00Z,PT60M,18.6,91,25.2,11.9,0,0,0,0,23.9,65.2,0.0,985.9,80,1.4,98,0.1
2021-10-07T18:00:00Z,2021-10-07T17:00:00Z,PT60M,18.2,82,28.4,11.7,0,0,0,0,23.8,65.9,0.0,986.3,117,1.4,110,0.1
2021-10-07T19:00:00Z,2021-10-07T18:00:00Z,PT60M,18.1,72,0.3,11.3,0,0,0,0,23.6,64.3,0.0,986.6,136,1.5,122,0.1
2021-10-07T20:00:00Z,2021-10-07T19:00:00Z,PT60M,18.2,59,0.0,11.1,0,0,0,0,23.6,63.2,0.0,986.6,144,1.5,133,0.1
2021-10-07T21:00:00Z,2021-10-07T20:00:00Z,PT60M,18.3,42,0.0,11.0,0,0,0,0,23.5,62.5,0.0,986.5,147,1.6,142,0.1
2021-10-07T22:00:00Z,2021-10-07T21:00:00Z,PT60M,18.3,17,0.0,10.9,0,0,0,0,23.1,62.3,0.0,986.2,150,1.7,148,0.1
2021-10-07T23:00:00Z,2021-10-07T22:00:00Z,PT60M,18.2,-11,0.0,10.9,0,0,0,0,22.6,62.3,0.0,985.9,154,2.0,149,0.1
2021-10-08T00:00:00Z,2021-10-07T23:00:00Z,PT60M,18.2,-37,1.2,10.6,0,0,0,0,22.6,61.2,0.0,985.7,161,1.9,144,0.1
2021-10-08T01:00:00Z,2021-10-08T00:00:00Z,PT60M,18.2,-56,0.4,10.1,0,0,0,0,22.8,59.5,0.0,985.5,167,1.8,135,0.1
2021-10-08T02:00:00Z,2021-10-08T01:00:00Z,PT60M,18.1,-69,0.0,9.7,0,0,0,0,22.4,58.0,0.0,985.3,171,1.9,124,0.1
2021-10-08T03:00:00Z,2021-10-08T02:00:00Z,PT60M,18.1,-80,0.5,9.3,0,0,0,0,21.7,56.4,0.0,985.3,179,2.0,113,0.1
2021-10-08T04:00:00Z,2021-10-08T03:00:00Z,PT60M,18.0,-89,0.0,9.0,0,0,0,0,21.2,55.8,0.0,985.3,180,2.3,100,0.1
2021-10-08T05:00:00Z,2021-10-08T04:00:00Z,PT60M,18.2,-98,7.2,9.0,18,9,1,19,20.8,55.1,0.0,985.2,178,2.6,88,0.1
2021-10-08T06:00:00Z,2021-10-08T05:00:00Z,PT60M,19.5,-107,3.3,9.2,73,384,101,173,20.7,51.3,0.0,985.4,180,2.9,76,0.1
2021-10-08T07:00:00Z,2021-10-08T06:00:00Z,PT60M,21.5,-117,0.0,9.3,99,648,276,374,20.8,45.9,0.0,985.7,180,3.4,65,0.1
2021-10-08T08:00:00Z,2021-10-08T07:00:00Z,PT60M,23.1,-130,0.0,9.7,115,754,434,549,20.7,42.6,0.0,985.6,181,3.7,55,0.1
2021-10-08T09:00:00Z,2021-10-08T08:00:00Z,PT60M,24.2,-146,0.0,10.6,124,808,554,678,20.7,42.2,0.0,985.5,188,3.5,47,0.1
2021-10-08T10:00:00Z,2021-10-08T09:00:00Z,PT60M,24.8,-166,0.0,11.5,126,837,624,750,21.1,43.2,0.0,985.4,200,3.0,42,0.1
2021-10-08T11:00:00Z,2021-10-08T10:00:00Z,PT60M,25.0,171,0.0,11.8,126,839,630,756,21.4,43.7,0.0,985.1,215,2.2,41,0.1
2021-10-08T12:00:00Z,2021-10-08T11:00:00Z,PT60M,24.9,150,0.0,12.0,122,819,575,698,21.7,44.4,0.0,984.8,241,1.2,45,0.1
2021-10-08T13:00:00Z,2021-10-08T12:00:00Z,PT60M,24.6,133,0.0,12.3,111,781,470,581,21.9,46.1,0.0,984.6,282,0.3,53,0.1
2021-10-08T14:00:00Z,2021-10-08T13:00:00Z,PT60M,24.2,120,0.0,12.8,95,700,321,416,22.3,48.9,0.0,984.5,42,0.3,63,0.1
2021-10-08T15:00:00Z,2021-10-08T14:00:00Z,PT60M,23.5,109,5.8,13.5,83,432,130,212,22.8,53.2,0.0,984.6,32,0.8,74,0.1
2021-10-08T16:00:00Z,2021-10-08T15:00:00Z,PT60M,22.2,100,30.2,14.3,22,138,19,41,23.4,60.9,0.0,984.9,32,1.3,86,0.1
